objectid,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,event_year,source,basisofrec,catalog_no,dist_comm,island,tax_comm,legend,kingdom,phylum,class,order_,family,genus,category,latitude,longitude
4648349,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1903,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,1.55,25.3333333
4648350,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1905,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-5.11556,30.380258
4648351,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1907,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.8630556,29.0591667
4648352,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1907,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.6,29.8166667
4648353,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1907,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.5083333,28.8608333
4648354,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1908,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-11.607365,34.30075
4648355,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1909,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5,25.2
4648356,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1911,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5167,25.2
4648357,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1915,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5167,25.2
4648358,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1915,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5185,25.2008
4648359,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1919,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-5.9127,29.1914
4648360,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1924,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-1.0756,17.1603
4648361,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1924,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-1.045101,17.146692
4648363,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1925,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.1666666,35
4648364,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1925,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,2.8,24.7333333
4648365,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1925,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,3.2333333,25.9666667
4648366,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1926,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.072966,34.922852
4648367,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1926,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.1833333,29.3
4648368,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1926,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-1.6875,29.2547222
4648369,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1928,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-1.2166667,28.1833333
4648370,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1930,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5167,25.2
4648371,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1930,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5185,25.2008
4648372,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1936,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-1.6875,29.2547222
4648373,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1947,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5167,25.2
4648374,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1947,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,1.15,23.6
4648375,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1947,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,1.55,25.3333333
4648376,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1947,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,2.1166667,21.4
4648377,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1949,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-3.4066667,29.1458333
4648378,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1949,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.949554,25.928935
4648379,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1949,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.9333333,26.8
4648380,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1949,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.516667,25.783333
4648381,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1949,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-1.67055556,29.23833333
4648382,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1949,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-0.65,17.6072
4648383,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1953,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.983333,29.1
4648384,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.5123,28.848
4648385,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.5083333,28.8608333
4648386,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.15,29.0666667
4648387,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-1.6875,29.2547222
4648388,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.4952,25.2041
4648389,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5,25.2002
4648390,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5167,25.2
4648391,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1959,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-6.75,29.5166667
4648392,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1959,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-3.4066667,29.1458333
4648393,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1959,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-3.091698,29.115651
4648394,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1959,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.9333333,28.2833333
4648395,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1959,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.5123,28.848
4648396,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1959,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.1833333,29.3
4648397,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1968,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.072966,34.922852
4648398,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1968,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.035993,34.952378
4648399,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1971,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-4.854,29.7054
4648400,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1971,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-4.839442,30.004353
4648401,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1972,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-13.882723,34.927659
4648402,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1949,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-5.114673,27.697413
4648403,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.9333333,28.2833333
4648404,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1955,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.866667,29.033333
4648405,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2014,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.072237,34.923966
4648406,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2014,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.02290833,34.84305556
4648407,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.02290833,34.84305556
4648408,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-12.931686,34.281055
4648409,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-11.611303,34.30105
4648410,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-11.607696,34.300645
4648411,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-11.2971,34.8045
4648412,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-10.4364,34.2449
4648413,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-10.2334,34.1066
4648414,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-9.255259,33.644148
4648415,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-5.2,29.783333
4648416,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-5.1,30.366667
4648417,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-4.866667,29.633333
4648418,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-1.05,17.2
4648419,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-0.65,17.6
4648420,44201,Potamonautes lirrangensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2016,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,0.5,25.2
